Source,Target,Weight,Type
NL-poes_Furstenberg.poemataAdopt,NL-poes_Alii.ian-pan-epigr-eleg,2,undirected
NL-poes_Furstenberg.poemataAdopt,NL-poes_Alii.katancic-mp-fructus,10,undirected
NL-poes_Furstenberg.poemataAdopt,NL-poes_Alii.marul-mar-carmina,20,undirected
NL-poes_Furstenberg.poemataAdopt,NL-poes_Alii.marul-mar-dauid,1,undirected
NL-poes_Furstenberg.poemataAdopt,NL-poes_Alii.milasin-f-met,4,undirected
NL-poes_Furstenberg.poemataAdopt,NL-poes_Alii.natalis-f-carmina,30,undirected
NL-poes_Furstenberg.poemataAdopt,NL-poes_Alii.navagero,11,undirected
NL-poes_Furstenberg.poemataAdopt,NL-poes_Alii.palmotic-j-carm,13,undirected
NL-poes_Furstenberg.poemataAdopt,NL-poes_Alii.paskalic-l-c,34,undirected
NL-poes_Furstenberg.poemataAdopt,NL-poes_Alii.rastic-dz-c,12,undirected
NL-poes_Furstenberg.poemataAdopt,NL-poes_Alii.rogacic-b-euthym,15,undirected
NL-poes_Furstenberg.poemataAdopt,NL-poes_Alii.sisgor-g-carm,2,undirected
NL-poes_Furstenberg.poemataAdopt,NL-poes_Alii.vicic-k-jess,2,undirected
NL-poes_Furstenberg.poemataAdopt,NL-poes_Alii.vicic-k-thien,7,undirected
NL-poes_Furstenberg.poemataAdopt,NL-poes_Alii.zamagna-b-epist,8,undirected
NL-poes_Furstenberg.poemataAdopt,NL-poes_Balde.poemata,59,undirected
NL-poes_Furstenberg.poemataAdopt,NL-poes_Bargeo.carm,14,undirected
NL-poes_Furstenberg.poemataAdopt,NL-poes_Bargeo.carmapp,11,undirected
NL-poes_Furstenberg.poemataAdopt,NL-poes_Celtis.amores,7,undirected
NL-poes_Furstenberg.poemataAdopt,NL-poes_Celtis.odae,4,undirected
NL-poes_Furstenberg.poemataAdopt,NL-poes_Gwinne.gwinne,8,undirected
NL-poes_Furstenberg.poemataAdopt,NL-poes_Landor.landor,18,undirected
NL-poes_Furstenberg.poemataAdopt,NL-poes_Melanchthon.epigram,21,undirected
NL-poes_Furstenberg.poemataAdopt,NL-poes_Pascoli.carmina,1,undirected
NL-poes_Furstenberg.poemataAdopt,NL-poes_Petrarca.epistmetr,1,undirected
NL-poes_Furstenberg.poemataAdopt,NL-poes_Verino.epigr,13,undirected
NL-poes_Gwinne.gwinne,AL-poes_Martialis.epigr,2,undirected
NL-poes_Gwinne.gwinne,AL-poes_Ovidius.ars,1,undirected
NL-poes_Gwinne.gwinne,AL-poes_Seneca.Phoenissae,3,undirected
NL-poes_Gwinne.gwinne,NL-poes_Alii.rastic-dz-c,4,undirected
NL-poes_Gwinne.gwinne,NL-poes_Balde.poemata,23,undirected
NL-poes_Gwinne.gwinne,NL-poes_Campion.carmina,23,undirected
NL-poes_Gwinne.gwinne,NL-poes_Furstenberg.poemataAdopt,8,undirected
NL-poes_Gwinne.gwinne,NL-poes_Verino.flam,2,undirected
NL-poes_Landor.landor,AL-poes_Statius.theb,6,undirected
NL-poes_Landor.landor,NL-poes_Alii.djurdjev-i-poe,3,undirected
NL-poes_Landor.landor,NL-poes_Alii.katancic-mp-fructus,3,undirected
NL-poes_Landor.landor,NL-poes_Alii.marul-mar-carmina,1,undirected
NL-poes_Landor.landor,NL-poes_Alii.marul-mar-dauid,3,undirected
NL-poes_Landor.landor,NL-poes_Alii.natalis-f-carmina,2,undirected
NL-poes_Landor.landor,NL-poes_Alii.sisgor-g-carm,1,undirected
NL-poes_Landor.landor,NL-poes_Alii.vicic-k-jess,4,undirected
NL-poes_Landor.landor,NL-poes_Alii.vitezov-ritter-p-plorantis,1,undirected
NL-poes_Landor.landor,NL-poes_Balde.poemata,28,undirected
NL-poes_Landor.landor,NL-poes_Celtis.odae,2,undirected
NL-poes_Landor.landor,NL-poes_Furstenberg.poemataAdopt,18,undirected
NL-poes_Landor.landor,NL-poes_May.supphar,2,undirected
NL-poes_Landor.landor,NL-poes_Petrarca.epistmetr,6,undirected
NL-poes_Landor.landor,NL-poes_Verino.flam,3,undirected
NL-poes_May.supphar,AL-poes_Ausonius.OpusculaOmnia,1,undirected
NL-poes_May.supphar,AL-poes_Claudianus.claudian.cons6,2,undirected
NL-poes_May.supphar,AL-poes_Lucanus.belciv,34,undirected
NL-poes_May.supphar,AL-poes_Silius Italicus.pun,1,undirected
NL-poes_May.supphar,AL-poes_Statius.theb,9,undirected
NL-poes_May.supphar,AL-poes_Tibullus.eleg,6,undirected
NL-poes_May.supphar,ML-poes_Alanus de insulis.ANTICLAUDIANUS,2,undirected
NL-poes_May.supphar,ML-poes_Hrotsvita.gestaod,1,undirected
NL-poes_May.supphar,NL-orat_Lomonosov.panegyricus,1,undirected
NL-poes_May.supphar,NL-poes_Alii.andreis-f-carmina,2,undirected
NL-poes_May.supphar,NL-poes_Alii.djurdjev-i-poe,1,undirected
NL-poes_May.supphar,NL-poes_Alii.katancic-mp-fructus,3,undirected
NL-poes_May.supphar,NL-poes_Balde.poemata,10,undirected
NL-poes_May.supphar,NL-poes_Landor.landor,2,undirected
NL-poes_May.supphar,NL-poes_Verino.carl,6,undirected
NL-poes_Melanchthon.epigram,AL-poes_PaulinusOfNola.Poemata,3,undirected
NL-poes_Melanchthon.epigram,AL-poes_Sedulius.carmpasch,2,undirected
NL-poes_Melanchthon.epigram,NL-poes_Alii.didacus-p-cato,2,undirected
NL-poes_Melanchthon.epigram,NL-poes_Alii.ian-pan-epigr-eleg,2,undirected
NL-poes_Melanchthon.epigram,NL-poes_Balde.poemata,19,undirected
NL-poes_Melanchthon.epigram,NL-poes_Furstenberg.poemataAdopt,21,undirected
NL-poes_Melanchthon.epigram,NL-poes_Verino.epigr,19,undirected
NL-poes_MicHospitalis.carmina,AL-poes_Ausonius.OpusculaOmnia,4,undirected
NL-poes_MicHospitalis.carmina,AL-poes_Calpurnius Siculus.Bucolica,1,undirected
NL-poes_MicHospitalis.carmina,AL-poes_Catullus.catullus,1,undirected
NL-poes_MicHospitalis.carmina,AL-poes_Prudentius.sym,2,undirected
NL-poes_MicHospitalis.carmina,ML-poes_Alii.AlimBonifVerEulistea,3,undirected
NL-poes_MicHospitalis.carmina,ML-poes_Alii.AlimHenriSeptimElegia,1,undirected
NL-poes_MicHospitalis.carmina,ML-poes_Alii.HENRY OF SETTIMELLO,1,undirected
NL-poes_MicHospitalis.carmina,NL-poes_Alii.ian-pan-epigr-eleg,16,undirected
NL-poes_MicHospitalis.carmina,NL-poes_Alii.rastic-dz-c,33,undirected
NL-poes_MicHospitalis.carmina,NL-poes_Alii.zamagna-b-epist,4,undirected
NL-poes_MicHospitalis.carmina,NL-poes_Balde.poemata,1,undirected
NL-poes_MicHospitalis.carmina,NL-poes_Petrarca.africa,6,undirected
NL-poes_Pascoli.carmina,AL-poes_Ovidius.fast,5,undirected
NL-poes_Pascoli.carmina,AL-poes_Ovidius.ibis,1,undirected
NL-poes_Pascoli.carmina,AL-poes_Ovidius.met,1,undirected
NL-poes_Pascoli.carmina,AL-poes_PaulinusOfNola.Poemata,2,undirected
NL-poes_Pascoli.carmina,AL-poes_Prudentius.steph,2,undirected
NL-poes_Pascoli.carmina,AL-poes_Prudentius.sym,2,undirected
NL-poes_Pascoli.carmina,AL-poes_Statius.theb,9,undirected
NL-poes_Pascoli.carmina,AL-poes_Tertullianus.carmina,1,undirected
NL-poes_Pascoli.carmina,AL-poes_Vergilius.aen,21,undirected
NL-poes_Pascoli.carmina,AL-poes_Vergilius.ec,1,undirected
NL-poes_Pascoli.carmina,NL-poes_Alii.benesa-d-dmc,7,undirected
NL-poes_Pascoli.carmina,NL-poes_Alii.bunic-j-vgc,5,undirected
NL-poes_Pascoli.carmina,NL-poes_Alii.feric-d-periegesis,2,undirected
NL-poes_Pascoli.carmina,NL-poes_Alii.milasin-f-met,2,undirected
NL-poes_Pascoli.carmina,NL-poes_Alii.niger-t-divin,2,undirected
NL-poes_Pascoli.carmina,NL-poes_Alii.rastic-dz-c,1,undirected
NL-poes_Pascoli.carmina,NL-poes_Balde.poemata,23,undirected
NL-poes_Pascoli.carmina,NL-poes_Furstenberg.poemataAdopt,1,undirected
NL-poes_Pascoli.carmina,NL-poes_Petrarca.africa,6,undirected
NL-poes_Pascoli.carmina,NL-poes_Verino.carl,1,undirected
NL-poes_Pascoli.carmina,NL-poes_Vinacci.Polymetron,7,undirected
NL-poes_Petrarca.africa,AL-poes_AppVerg.AppVerg,6,undirected
NL-poes_Petrarca.africa,AL-poes_FaliscGrat.cyneg,3,undirected
NL-poes_Petrarca.africa,AL-poes_Germanicus.Aratea,2,undirected
NL-poes_Petrarca.africa,AL-poes_Seneca.sen.oedipus,4,undirected
NL-poes_Petrarca.africa,AL-poes_Statius.theb,9,undirected
NL-poes_Petrarca.africa,AL-poes_Tertullianus.carmina,3,undirected
NL-poes_Petrarca.africa,ML-poes_Alii.AlimBonifVerEulistea,9,undirected
NL-poes_Petrarca.africa,ML-poes_Alii.AlimGestaFredericiI-1,1,undirected
NL-poes_Petrarca.africa,ML-poes_Waltharius Manu Fortis.walt,17,undirected
NL-poes_Petrarca.africa,NL-poes_Alii.benesa-d-dmc,13,undirected
NL-poes_Petrarca.africa,NL-poes_Alii.bunic-j-vgc,6,undirected
NL-poes_Petrarca.africa,NL-poes_Alii.didacus-p-paul,6,undirected
NL-poes_Petrarca.africa,NL-poes_Alii.marul-mar-carmina,3,undirected
NL-poes_Petrarca.africa,NL-poes_Alii.marul-mar-dauid,14,undirected
NL-poes_Petrarca.africa,NL-poes_Alii.vicic-k-jess,1,undirected
NL-poes_Petrarca.africa,NL-poes_Balde.poemata,1,undirected
NL-poes_Petrarca.africa,NL-poes_Bargeo.carm,3,undirected
NL-poes_Petrarca.africa,NL-poes_MicHospitalis.carmina,6,undirected
NL-poes_Petrarca.africa,NL-poes_Pascoli.carmina,6,undirected
NL-poes_Petrarca.africa,NL-poes_Petrarca.buc,46,undirected
NL-poes_Petrarca.africa,NL-poes_Petrarca.epistmetr,63,undirected
NL-poes_Petrarca.africa,NL-poes_Vinacci.Polymetron,2,undirected
NL-poes_Petrarca.buc,AL-poes_Germanicus.Aratea,3,undirected
NL-poes_Petrarca.buc,AL-poes_Lucanus.belciv,2,undirected
NL-poes_Petrarca.buc,AL-poes_Prudentius.cath,3,undirected
NL-poes_Petrarca.buc,AL-poes_Seneca.sen.oedipus,3,undirected
NL-poes_Petrarca.buc,AL-poes_Seneca.sen.phaedra,1,undirected
NL-poes_Petrarca.buc,AL-poes_Statius.silv,3,undirected
NL-poes_Petrarca.buc,ML-poes_Alii.AlimAstensisPoetaNovusAvianus,21,undirected
NL-poes_Petrarca.buc,ML-poes_Alii.BALDO,3,undirected
NL-poes_Petrarca.buc,ML-poes_Waltharius Manu Fortis.walt,1,undirected
NL-poes_Petrarca.buc,NL-poes_Alii.severitan-ip-solimaidos,3,undirected
NL-poes_Petrarca.buc,NL-poes_Balde.poemata,7,undirected
NL-poes_Petrarca.buc,NL-poes_Petrarca.africa,46,undirected
NL-poes_Petrarca.buc,NL-poes_Petrarca.epistmetr,53,undirected
NL-poes_Petrarca.epistmetr,AL-poes_Calpurnius Siculus.Bucolica,2,undirected
NL-poes_Petrarca.epistmetr,AL-poes_Prudentius.psych,1,undirected
NL-poes_Petrarca.epistmetr,AL-poes_Seneca.HerculesFurens,1,undirected
NL-poes_Petrarca.epistmetr,NL-poes_Alii.crijev-i-carm-1678,2,undirected
NL-poes_Petrarca.epistmetr,NL-poes_Alii.severitan-ip-feretr,1,undirected
NL-poes_Petrarca.epistmetr,NL-poes_Balde.poemata,8,undirected
NL-poes_Petrarca.epistmetr,NL-poes_Bargeo.carmapp,3,undirected
NL-poes_Petrarca.epistmetr,NL-poes_Furstenberg.poemataAdopt,1,undirected
NL-poes_Petrarca.epistmetr,NL-poes_Landor.landor,6,undirected
NL-poes_Petrarca.epistmetr,NL-poes_Petrarca.africa,63,undirected
NL-poes_Petrarca.epistmetr,NL-poes_Petrarca.buc,53,undirected
NL-poes_Pontano.met,AL-poes_IliasLat.ILIAS LATINA,2,undirected
NL-poes_Pontano.met,AL-poes_Silius Italicus.pun,5,undirected
NL-poes_Pontano.met,AL-poes_Vergilius.geo,23,undirected
NL-poes_Pontano.met,NL-poes_Bargeo.syr,1,undirected
NL-poes_Pontano.met,NL-poes_Pontano.uran,49,undirected
NL-poes_Pontano.met,NL-poes_Verino.carl,5,undirected
NL-poes_Pontano.uran,AL-poes_Avienus.ORA MARITIMA,1,undirected
NL-poes_Pontano.uran,AL-poes_Avienus.PERIEGESIS,12,undirected
NL-poes_Pontano.uran,AL-poes_Silius Italicus.pun,27,undirected
NL-poes_Pontano.uran,AL-poes_Vergilius.aen,3,undirected
NL-poes_Pontano.uran,AL-poes_Vergilius.geo,3,undirected
NL-poes_Pontano.uran,NL-poes_Alii.vegius,1,undirected
NL-poes_Pontano.uran,NL-poes_Pontano.met,49,undirected
NL-poes_Pontano.uran,NL-poes_Sannazaro.sannazaro1,13,undirected
NL-poes_Sannazaro.sannazaro1,AL-poes_Silius Italicus.pun,19,undirected
NL-poes_Sannazaro.sannazaro1,AL-poes_Statius.theb,26,undirected
NL-poes_Sannazaro.sannazaro1,AL-poes_Valerius Flaccus.arg,7,undirected
NL-poes_Sannazaro.sannazaro1,AL-poes_Vergilius.aen,16,undirected
NL-poes_Sannazaro.sannazaro1,NL-poes_Alii.boskovic-r-dsld,1,undirected
NL-poes_Sannazaro.sannazaro1,NL-poes_Alii.boskovic-r-el-2-carm,25,undirected
NL-poes_Sannazaro.sannazaro1,NL-poes_Alii.bunic-j-de-r,22,undirected
NL-poes_Sannazaro.sannazaro1,NL-poes_Alii.cobarnic-j-dioclias,4,undirected
NL-poes_Sannazaro.sannazaro1,NL-poes_Alii.palmotic-j-carm,3,undirected
NL-poes_Sannazaro.sannazaro1,NL-poes_Alii.rogacic-b-proseuct,8,undirected
NL-poes_Sannazaro.sannazaro1,NL-poes_BattMant.decal,1,undirected
NL-poes_Sannazaro.sannazaro1,NL-poes_Celtis.odae,1,undirected
NL-poes_Sannazaro.sannazaro1,NL-poes_Pontano.uran,13,undirected
NL-poes_Sannazaro.sannazaro1,NL-poes_Verino.carl,1,undirected
NL-poes_Verino.carl,AL-poes_Avianus.fabulae,8,undirected
NL-poes_Verino.carl,AL-poes_Avienus.ORA MARITIMA,7,undirected
NL-poes_Verino.carl,AL-poes_Avienus.PERIEGESIS,23,undirected
NL-poes_Verino.carl,AL-poes_IliasLat.ILIAS LATINA,28,undirected
NL-poes_Verino.carl,AL-poes_Prudentius.psych,3,undirected
NL-poes_Verino.carl,AL-poes_Sedulius.carmpasch,1,undirected
NL-poes_Verino.carl,AL-poes_Silius Italicus.pun,49,undirected
NL-poes_Verino.carl,AL-poes_Statius.theb,15,undirected
NL-poes_Verino.carl,AL-poes_Tertullianus.carmina,19,undirected
NL-poes_Verino.carl,AL-poes_Vergilius.aen,9,undirected
NL-poes_Verino.carl,ML-poes_Alii.AlimFlosMedicinae,9,undirected
NL-poes_Verino.carl,ML-poes_Alii.AlimGestaFredericiI-1,28,undirected
NL-poes_Verino.carl,ML-poes_Hrotsvita.gestaod,4,undirected
NL-poes_Verino.carl,ML-poes_Waltharius Manu Fortis.walt,1,undirected
NL-poes_Verino.carl,NL-poes_Addison.carmina,6,undirected
NL-poes_Verino.carl,NL-poes_Alii.andreis-f-carmina,5,undirected
NL-poes_Verino.carl,NL-poes_Alii.benesa-d-dmc,9,undirected
NL-poes_Verino.carl,NL-poes_Alii.bunic-j-de-r,5,undirected
NL-poes_Verino.carl,NL-poes_Alii.cobarnic-j-dioclias,16,undirected
NL-poes_Verino.carl,NL-poes_Alii.djurdjev-i-epinicium,20,undirected
NL-poes_Verino.carl,NL-poes_Alii.fletcher,7,undirected
NL-poes_Verino.carl,NL-poes_Alii.getaldic-v-osmanides,10,undirected
NL-poes_Verino.carl,NL-poes_Alii.matiasev-caraman-carmina,22,undirected
NL-poes_Verino.carl,NL-poes_Alii.milasin-f-met,21,undirected
NL-poes_Verino.carl,NL-poes_Alii.mladinic-s-vita,31,undirected
NL-poes_Verino.carl,NL-poes_Alii.palmotic-j-carm,21,undirected
NL-poes_Verino.carl,NL-poes_Alii.vegius,11,undirected
NL-poes_Verino.carl,NL-poes_Alii.vitezov-ritter-p-plorantis,19,undirected
NL-poes_Verino.carl,NL-poes_Balde.poemata,5,undirected
NL-poes_Verino.carl,NL-poes_Bargeo.syr,13,undirected
NL-poes_Verino.carl,NL-poes_BattMant.decal,16,undirected
NL-poes_Verino.carl,NL-poes_May.supphar,6,undirected
NL-poes_Verino.carl,NL-poes_Pascoli.carmina,1,undirected
NL-poes_Verino.carl,NL-poes_Pontano.met,5,undirected
NL-poes_Verino.carl,NL-poes_Sannazaro.sannazaro1,1,undirected
NL-poes_Verino.carl,NL-poes_Vida.scacchia,8,undirected
NL-poes_Verino.carl,NL-tech_Bene.ElemMedPrac,9,undirected
NL-poes_Verino.epigr,AL-poes_Ausonius.OpusculaOmnia,7,undirected
NL-poes_Verino.epigr,AL-poes_Ovidius.pont,1,undirected
NL-poes_Verino.epigr,ML-poes_Alii.AlimBonvesinVitaSchol,3,undirected
NL-poes_Verino.epigr,ML-poes_Alii.ARCHIPOETA,1,undirected
NL-poes_Verino.epigr,NL-poes_Alii.ian-pan-epigr-eleg,5,undirected
NL-poes_Verino.epigr,NL-poes_Alii.rastic-dz-c,2,undirected
NL-poes_Verino.epigr,NL-poes_Balde.poemata,30,undirected
NL-poes_Verino.epigr,NL-poes_Furstenberg.poemataAdopt,13,undirected
NL-poes_Verino.epigr,NL-poes_Melanchthon.epigram,19,undirected
NL-poes_Verino.epigr,NL-poes_Verino.flam,9,undirected
NL-poes_Verino.flam,AL-poes_Martialis.epigr,19,undirected
NL-poes_Verino.flam,AL-poes_Ovidius.am,3,undirected
NL-poes_Verino.flam,AL-poes_Propertius.eleg,17,undirected
NL-poes_Verino.flam,AL-poes_Sidonius.carmina,3,undirected
NL-poes_Verino.flam,AL-poes_Tibullus.eleg,6,undirected
NL-poes_Verino.flam,ML-poes_Alii.AlimHenriSeptimElegia,10,undirected
NL-poes_Verino.flam,ML-poes_Alii.ANONYMUS NEVELETI,3,undirected
NL-poes_Verino.flam,ML-poes_Alii.HENRY OF SETTIMELLO,10,undirected
NL-poes_Verino.flam,ML-poes_Alii.MAXIMIANI ELEGIARVM LIBER,12,undirected
NL-poes_Verino.flam,NL-poes_Alii.ian-pan-epigr-eleg,28,undirected
NL-poes_Verino.flam,NL-poes_Alii.natalis-f-carmina,2,undirected
NL-poes_Verino.flam,NL-poes_Alii.sisgor-g-carm,2,undirected
NL-poes_Verino.flam,NL-poes_Campion.carmina,2,undirected
NL-poes_Verino.flam,NL-poes_Gwinne.gwinne,2,undirected
NL-poes_Verino.flam,NL-poes_Landor.landor,3,undirected
NL-poes_Verino.flam,NL-poes_Verino.epigr,9,undirected
NL-poes_Vida.scacchia,AL-poes_Silius Italicus.pun,28,undirected
NL-poes_Vida.scacchia,AL-poes_Statius.theb,4,undirected
NL-poes_Vida.scacchia,AL-poes_Vergilius.aen,13,undirected
NL-poes_Vida.scacchia,NL-poes_Alii.zamagna-b-hesiod,11,undirected
NL-poes_Vida.scacchia,NL-poes_Alii.zamagna-b-odyssea,2,undirected
NL-poes_Vida.scacchia,NL-poes_Verino.carl,8,undirected
NL-poes_Vinacci.Polymetron,AL-poes_Claudianus.claudian.cons6,2,undirected
NL-poes_Vinacci.Polymetron,AL-poes_Silius Italicus.pun,15,undirected
NL-poes_Vinacci.Polymetron,AL-poes_Statius.theb,30,undirected
NL-poes_Vinacci.Polymetron,AL-poes_Valerius Flaccus.arg,4,undirected
NL-poes_Vinacci.Polymetron,NL-poes_Addison.carmina,2,undirected
NL-poes_Vinacci.Polymetron,NL-poes_Alii.fletcher,1,undirected
NL-poes_Vinacci.Polymetron,NL-poes_Alii.marul-mar-dauid,1,undirected
NL-poes_Vinacci.Polymetron,NL-poes_Alii.palmotic-j-carm,4,undirected
NL-poes_Vinacci.Polymetron,NL-poes_Pascoli.carmina,7,undirected
NL-poes_Vinacci.Polymetron,NL-poes_Petrarca.africa,2,undirected
NL-tech_Alii.getaldi-m-promo,AL-hist_Solinus.demirabilibus,1,undirected
NL-tech_Alii.getaldi-m-promo,ML-tech_Alii.campeucl,36,undirected
NL-tech_Alii.getaldi-m-promo,NL-phil_Descartes.Regulae,3,undirected
NL-tech_Alii.getaldi-m-promo,NL-tech_Maurolycius.arithm,25,undirected
NL-tech_Alii.getaldi-m-promo,NL-tech_Newton.philnat,30,undirected
NL-tech_Alii.getaldi-m-promo,NL-theo_EncyclXXc.IoanXXIII_mater,1,undirected
NL-tech_Alii.getaldi-m-promo,NL-theo_EncyclXXc.IoanXXIII_pac,2,undirected
NL-tech_Alii.grisogono-f-speculum,ML-phil_Conradus Megenburgensis.specfel,12,undirected
NL-tech_Alii.grisogono-f-speculum,ML-phil_PseudoAquinas.expInBoeth,11,undirected
NL-tech_Alii.grisogono-f-speculum,ML-phil_RogerBacon.OpMai,34,undirected
NL-tech_Alii.grisogono-f-speculum,ML-phil_Rufus.ArDeAnima,2,undirected
NL-tech_Alii.grisogono-f-speculum,ML-theo_Alii.AlimHugutPisanExpositioDeSymboloApostolorum,2,undirected
NL-tech_Alii.grisogono-f-speculum,ML-theo_Alii.AlimRemigFlorDeBonoComuni,3,undirected
NL-tech_Alii.grisogono-f-speculum,ML-theo_Alii.AlimRemigFlorDePeccatoUsure,1,undirected
NL-tech_Alii.grisogono-f-speculum,NL-phil_Gozze.Anima,6,undirected
NL-tech_Alii.grisogono-f-speculum,NL-tech_Sennert.natsc,13,undirected
NL-tech_Alii.kiton-i-dir-meth,AL-tech_Plinius Maior.nh,1,undirected
NL-tech_Alii.kiton-i-dir-meth,ML-hist_Gerhohus Reichersbergensis.libelli,7,undirected
NL-tech_Alii.kiton-i-dir-meth,ML-hist_Otto Frisingensis.ges,5,undirected
NL-tech_Alii.kiton-i-dir-meth,ML-tech_Alii.AlimBoncompRotaVeneris,2,undirected
NL-tech_Alii.kiton-i-dir-meth,ML-tech_Alii.AlimThomCapuanArsDictaminis,7,undirected
NL-tech_Alii.kiton-i-dir-meth,NL-epis_Alii.andreis-f-epist,2,undirected
NL-tech_Alii.kiton-i-dir-meth,NL-hist_Alii.krcelic-b-ann,1,undirected
NL-tech_Alii.kiton-i-dir-meth,NL-hist_Cantemir.DescMold,15,undirected
NL-tech_Alii.kiton-i-dir-meth,NL-phil_Bacon.NovOrg,1,undirected
NL-tech_Alii.kiton-i-dir-meth,NL-tech_Alii.nn-actiones-1657,7,undirected
NL-tech_Alii.kiton-i-dir-meth,NL-tech_Masen.palaesstyl,1,undirected
NL-tech_Alii.kiton-i-dir-meth,NL-tech_Sennert.instmed,34,undirected
NL-tech_Alii.marul-mar-in-epigr,AL-hist_Ammianus.hist,2,undirected
NL-tech_Alii.marul-mar-in-epigr,AL-tech_Isidore.etymol,3,undirected
NL-tech_Alii.marul-mar-in-epigr,AL-tech_Justinianus.codex,1,undirected
NL-tech_Alii.marul-mar-in-epigr,AL-tech_Philargyrius.t-philarg-explBuc,33,undirected
NL-tech_Alii.marul-mar-in-epigr,ML-hist_Alii.chronCatLang,1,undirected
NL-tech_Alii.marul-mar-in-epigr,ML-hist_Alii.MARCELLINI COMITIS V,1,undirected
NL-tech_Alii.marul-mar-in-epigr,ML-hist_Haimo Bambergensis.dedecursu,4,undirected
NL-tech_Alii.marul-mar-in-epigr,ML-hist_ThomasEbendorfer.chronPont,7,undirected
NL-tech_Alii.marul-mar-in-epigr,ML-poes_Alii.carmbur,1,undirected
NL-tech_Alii.marul-mar-in-epigr,NL-hist_Alii.marul-mar-vir-ill,5,undirected
NL-tech_Alii.marul-mar-in-epigr,NL-poes_Balde.poemata,13,undirected
NL-tech_Alii.marul-mar-in-epigr,NL-tech_Masen.palaesstyl,2,undirected
NL-tech_Alii.marul-mar-in-epigr,NL-tech_Maurolycius.arithm,1,undirected
NL-tech_Alii.nn-actiones-1657,AL-hist_Tacitus.his,8,undirected
NL-tech_Alii.nn-actiones-1657,ML-hist_Leo of Naples.hist,1,undirected
NL-tech_Alii.nn-actiones-1657,ML-hist_Otto Frisingensis.ges,2,undirected
NL-tech_Alii.nn-actiones-1657,NL-hist_Alii.krcelic-b-ann-add,15,undirected
NL-tech_Alii.nn-actiones-1657,NL-hist_Alii.krcelic-b-ann,21,undirected
NL-tech_Alii.nn-actiones-1657,NL-hist_Boccaccio.casvirill,3,undirected
NL-tech_Alii.nn-actiones-1657,NL-orat_Alii.pribojev-v-or,2,undirected
NL-tech_Alii.nn-actiones-1657,NL-tech_Alii.kiton-i-dir-meth,7,undirected
NL-tech_Alii.nn-actiones-1657,NL-tech_Bene.ElemMedPrac,7,undirected
NL-tech_Alii.skerle-n-desc,ML-epis_Austriaci.EPISTOLAE AUSTRASICAE SELECTAE,2,undirected
NL-tech_Alii.skerle-n-desc,ML-hist_Lambertus Hersfeldensis.annales,1,undirected
NL-tech_Alii.skerle-n-desc,NL-epis_Alii.skrl-epist-kov,30,undirected
NL-tech_Alii.skerle-n-desc,NL-hist_Cantemir.DescMold,12,undirected
NL-tech_Alii.skerle-n-desc,NL-hist_Orlandini.histSocIes,3,undirected
NL-tech_Alii.skerle-n-desc,NL-tech_Alii.skerle-n-disc,36,undirected
NL-tech_Alii.skerle-n-desc,NL-tech_Alii.skerle-n-status,66,undirected
NL-tech_Alii.skerle-n-desc,NL-tech_Masen.palaesstyl,2,undirected
NL-tech_Alii.skerle-n-disc,NL-epis_Erasmus.epist,3,undirected
NL-tech_Alii.skerle-n-disc,NL-epis_Lipsius.epist,2,undirected
NL-tech_Alii.skerle-n-disc,NL-epis_Vossius.epistol,1,undirected
NL-tech_Alii.skerle-n-disc,NL-tech_Alii.skerle-n-desc,36,undirected
NL-tech_Alii.skerle-n-disc,NL-tech_Alii.skerle-n-status,25,undirected
NL-tech_Alii.skerle-n-disc,NL-tech_Gauss.gauss,2,undirected
NL-tech_Alii.skerle-n-disc,NL-tech_Masen.palaesstyl,10,undirected
NL-tech_Alii.skerle-n-status,AL-tech_Plinius Maior.nh,1,undirected
NL-tech_Alii.skerle-n-status,ML-hist_Lambertus Hersfeldensis.annales,2,undirected
NL-tech_Alii.skerle-n-status,NL-epis_Alii.skrl-epist-kov,40,undirected
NL-tech_Alii.skerle-n-status,NL-hist_Alii.baric-a-stat,1,undirected
NL-tech_Alii.skerle-n-status,NL-hist_Cantemir.DescMold,9,undirected
NL-tech_Alii.skerle-n-status,NL-tech_Alii.skerle-n-desc,66,undirected
NL-tech_Alii.skerle-n-status,NL-tech_Alii.skerle-n-disc,25,undirected
NL-tech_Alii.skerle-n-status,NL-tech_Bene.ElemMedPrac,2,undirected
NL-tech_Alii.skerle-n-status,NL-tech_Gauss.gauss,3,undirected
NL-tech_Bene.ElemMedPrac,AL-hist_Ammianus.hist,3,undirected
NL-tech_Bene.ElemMedPrac,AL-poes_Claudianus.proserp,1,undirected
NL-tech_Bene.ElemMedPrac,AL-poes_Statius.theb,1,undirected
NL-tech_Bene.ElemMedPrac,AL-tech_Plinius Maior.nh,9,undirected
NL-tech_Bene.ElemMedPrac,ML-tech_Grosseteste.De_impressionibus_aeris,3,undirected
NL-tech_Bene.ElemMedPrac,NL-hist_Alii.krcelic-b-ann-add,6,undirected
NL-tech_Bene.ElemMedPrac,NL-poes_Alii.matiasev-caraman-carmina,8,undirected
NL-tech_Bene.ElemMedPrac,NL-poes_Alii.vitezov-ritter-p-plorantis,3,undirected
NL-tech_Bene.ElemMedPrac,NL-poes_Balde.poemata,27,undirected
